customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID_0941,Male,0,No,Yes,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),46.85,3899.49,No
ID_0942,Female,0,Yes,Yes,13,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,51.45,4128.16,No
ID_0943,Male,0,Yes,No,35,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,42.59,7779.63,No
ID_0944,Male,0,Yes,No,43,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,37.92,1846.44,No
ID_0945,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Two year,No,Electronic check,77.43,1903.56,No
ID_0946,Male,0,No,Yes,56,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,69.44,4867.22,Yes
ID_0947,Female,0,No,Yes,51,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),92.1,5740.3,Yes
ID_0948,Female,0,Yes,Yes,54,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No internet service,No,Two year,No,Credit card (automatic),49.2,3092.53,No
ID_0949,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,64.56,4520.88,No
ID_0950,Male,0,Yes,Yes,18,Yes,No,No,Yes,No internet service,No,Yes,No,No internet service,One year,No,Electronic check,86.63,1993.4,Yes
ID_0951,Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),115.05,1196.6,No
ID_0952,Male,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,53.31,2083.58,Yes
ID_0953,Female,0,Yes,Yes,36,Yes,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No,One year,No,Credit card (automatic),48.22,7960.09,Yes
ID_0954,Male,1,Yes,Yes,41,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),63.4,6967.35,No
ID_0955,Male,1,No,Yes,42,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),91.0,1234.17,No
ID_0956,Female,0,No,Yes,7,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,One year,Yes,Electronic check,114.89,422.29,No
ID_0957,Male,0,Yes,Yes,15,Yes,Yes,No,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,72.17,826.34,Yes
ID_0958,Female,0,Yes,No,60,No,No,DSL,Yes,Yes,Yes,No,No internet service,Yes,One year,Yes,Electronic check,99.9,2561.69,No
ID_0959,Male,0,Yes,No,40,Yes,No,DSL,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,64.92,7050.04,No
ID_0960,Male,0,No,Yes,37,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),22.26,2803.83,No
ID_0961,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,108.12,1627.69,No
ID_0962,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,47.38,3449.16,No
ID_0963,Male,0,No,No,56,Yes,No,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),32.19,1093.85,Yes
ID_0964,Male,0,Yes,Yes,44,No,No phone service,DSL,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Mailed check,118.36,4093.7,Yes
ID_0965,Male,0,No,No,57,Yes,No,No,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),53.16,5873.15,Yes
ID_0966,Male,0,Yes,No,6,Yes,Yes,DSL,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),31.97,3215.24,No
ID_0967,Female,0,Yes,Yes,32,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,Two year,No,Mailed check,49.56,1523.32,No
ID_0968,Female,0,No,No,18,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,No,Electronic check,69.89,3946.21,No
ID_0969,Male,0,Yes,No,68,No,Yes,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,27.09,6626.53,No
ID_0970,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),53.69,682.57,No
ID_0971,Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,85.47,633.54,Yes
ID_0972,Male,0,Yes,No,64,Yes,No,DSL,No,No internet service,Yes,Yes,No internet service,No internet service,Two year,No,Electronic check,110.3,2775.55,Yes
ID_0973,Male,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,58.19,3615.65,No
ID_0974,Female,0,Yes,Yes,41,Yes,Yes,DSL,No internet service,No internet service,No,No,No,No,Two year,No,Mailed check,74.99,1894.74,No
ID_0975,Female,1,No,No,40,Yes,No,No,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,82.17,252.01,No
ID_0976,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,One year,Yes,Bank transfer (automatic),25.36,1921.5,Yes
ID_0977,Female,0,No,Yes,17,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),52.64,3791.72,Yes
ID_0978,Female,1,Yes,Yes,66,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.02,707.12,No
ID_0979,Female,1,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.18,6222.72,Yes
ID_0980,Female,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,54.02,4803.31,Yes
ID_0981,Female,0,No,Yes,4,Yes,No phone service,No,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),18.93,3783.66,No
ID_0982,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),18.94,4513.96,Yes
ID_0983,Male,0,Yes,Yes,38,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No internet service,One year,No,Credit card (automatic),72.33,5702.01,No
ID_0984,Female,0,No,Yes,26,Yes,No,DSL,No,No,No internet service,Yes,No,No,Month-to-month,No,Mailed check,73.67,8639.72,No
ID_0985,Female,0,No,Yes,11,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),74.1,6735.99,No
ID_0986,Female,0,Yes,Yes,17,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),90.79,4701.59,No
ID_0987,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Two year,Yes,Credit card (automatic),110.84,6696.25,No
ID_0988,Female,0,Yes,Yes,35,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),117.76,4137.09,No
ID_0989,Female,0,No,No,16,Yes,Yes,No,No,No,No,No,No,Yes,One year,No,Credit card (automatic),88.71,2713.13,No
ID_0990,Female,0,Yes,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No internet service,No,One year,No,Credit card (automatic),69.91,2288.96,Yes
ID_0991,Female,0,Yes,Yes,62,Yes,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),32.42,3480.69,No
ID_0992,Female,0,No,Yes,27,Yes,No,DSL,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,56.86,38.59,Yes
ID_0993,Female,0,Yes,Yes,35,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.78,1552.3,No
ID_0994,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,118.73,1115.34,No
ID_0995,Male,0,Yes,Yes,35,Yes,No,No,No,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,31.01,8341.12,Yes
ID_0996,Male,1,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,Yes,Bank transfer (automatic),97.95,580.77,Yes
ID_0997,Female,0,Yes,No,9,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),118.64,4360.23,Yes
ID_0998,Female,0,No,Yes,15,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),99.18,7989.08,No
ID_0999,Male,0,Yes,Yes,21,Yes,Yes,DSL,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,95.35,5283.57,No
ID_1000,Female,0,No,Yes,52,Yes,No,No,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,44.25,4310.8,No
ID_1001,Male,0,No,Yes,35,Yes,No,No,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),18.59,6457.58,No
ID_1002,Male,1,No,No,51,Yes,No,No,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.96,3081.15,Yes
ID_1003,Male,0,Yes,Yes,55,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,97.62,1697.53,Yes
ID_1004,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),29.03,7361.35,No
ID_1005,Male,0,Yes,No,65,Yes,No,DSL,No,Yes,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),48.01,509.14,No
ID_1006,Female,0,Yes,Yes,25,No,Yes,DSL,No internet service,No,Yes,No,No internet service,No,Two year,No,Mailed check,74.78,7019.14,No
ID_1007,Male,0,Yes,Yes,47,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,One year,Yes,Electronic check,76.52,914.57,No
ID_1008,Female,0,No,Yes,56,Yes,No phone service,No,Yes,Yes,Yes,No,No internet service,No,Two year,No,Electronic check,72.82,5439.97,Yes
ID_1009,Female,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,116.83,4152.89,No
ID_1010,Male,0,Yes,No,11,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,19.48,8672.16,No
ID_1011,Male,0,Yes,No,67,No,Yes,DSL,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,67.25,3380.52,No
ID_1012,Female,1,No,No,15,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.94,8314.65,Yes
ID_1013,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,47.73,3517.96,No
ID_1014,Male,0,No,Yes,7,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,71.02,5926.42,No
ID_1015,Female,0,Yes,No,1,Yes,Yes,No,No,No,No,No internet service,No internet service,No,Two year,No,Credit card (automatic),85.91,5596.77,No
ID_1016,Female,0,No,Yes,49,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),85.86,767.99,No
ID_1017,Male,1,No,Yes,29,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Two year,No,Electronic check,27.08,6460.81,Yes
ID_1018,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,98.9,1827.11,No
ID_1019,Male,0,Yes,Yes,45,Yes,No phone service,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Mailed check,111.79,3385.03,No
ID_1020,Male,1,Yes,Yes,71,Yes,Yes,No,No,No internet service,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),30.67,6797.35,No
ID_1021,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),60.12,8202.22,Yes
ID_1022,Female,1,No,No,32,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),69.68,4870.06,No
ID_1023,Female,0,No,Yes,20,Yes,No,No,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),31.8,4519.79,Yes
ID_1024,Female,0,No,Yes,51,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),68.84,4394.47,No
ID_1025,Female,0,No,Yes,36,Yes,Yes,No,No,Yes,Yes,No,No,No internet service,Two year,No,Electronic check,39.04,7095.15,No
ID_1026,Female,0,Yes,No,67,Yes,Yes,DSL,No,No,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),112.25,8625.14,Yes
ID_1027,Male,1,Yes,Yes,1,Yes,No,DSL,No internet service,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),63.32,5509.5,No
ID_1028,Male,0,No,No,27,Yes,No,No,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,118.24,3299.94,Yes
ID_1029,Male,0,Yes,Yes,40,Yes,Yes,No,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,22.92,1913.74,No
ID_1030,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),31.07,1741.78,Yes
ID_1031,Female,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,62.79,7438.2,No
ID_1032,Male,0,Yes,No,6,Yes,No,No,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.12,8618.52,No
ID_1033,Female,1,No,Yes,33,No,Yes,DSL,Yes,Yes,No,No,No,No internet service,Two year,Yes,Credit card (automatic),74.05,6067.59,Yes
ID_1034,Male,0,Yes,Yes,55,No,No,DSL,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.85,8302.01,No
ID_1035,Female,0,No,Yes,19,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,No,Two year,No,Electronic check,60.82,3051.86,No
ID_1036,Female,0,No,No,29,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),22.32,5457.54,No
ID_1037,Male,0,No,No,61,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,One year,No,Electronic check,83.36,4453.06,No
ID_1038,Male,0,No,Yes,70,Yes,No,No,Yes,No,No,No,Yes,No internet service,Two year,Yes,Electronic check,81.97,4195.97,No
ID_1039,Male,0,No,No,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,25.43,5498.95,No
ID_1040,Male,1,No,Yes,23,Yes,No,No,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),35.42,2708.2,No
ID_1041,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),66.1,5570.43,No
ID_1042,Male,0,Yes,Yes,54,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,No,One year,No,Mailed check,63.14,5849.82,Yes
ID_1043,Male,0,No,Yes,41,No,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,No,Electronic check,93.87,7264.56,Yes
ID_1044,Female,1,Yes,No,49,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,57.19,6349.15,No
ID_1045,Male,0,Yes,No,17,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,84.91,2789.97,Yes
ID_1046,Male,0,Yes,Yes,56,Yes,No,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),89.04,3925.43,No
ID_1047,Male,0,No,Yes,45,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,83.07,1061.99,No
ID_1048,Male,0,No,No,30,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,78.16,2248.51,No
ID_1049,Male,0,Yes,No,44,No,Yes,DSL,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),99.22,4533.31,Yes
ID_1050,Female,0,No,Yes,55,Yes,No,No,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,84.29,891.99,No
ID_1051,Male,0,No,No,19,Yes,Yes,No,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),102.09,4963.67,No
ID_1052,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,82.24,3400.96,No
ID_1053,Male,1,No,Yes,2,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,34.23,320.08,No
ID_1054,Male,1,No,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),49.35,3783.73,No
ID_1055,Male,0,Yes,Yes,19,Yes,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.45,2455.16,Yes
ID_1056,Female,0,No,Yes,7,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No internet service,One year,No,Electronic check,27.69,599.23,No
ID_1057,Male,0,Yes,Yes,26,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,87.83,2561.14,No
ID_1058,Female,0,No,No,38,Yes,No phone service,No,No,No internet service,No,No internet service,No,Yes,Two year,Yes,Electronic check,78.06,2567.43,No
ID_1059,Female,0,No,No,3,Yes,No phone service,No,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),77.52,3095.87,No
ID_1060,Male,0,Yes,Yes,66,Yes,Yes,No,No,Yes,No,Yes,Yes,No internet service,One year,No,Electronic check,66.34,3194.67,Yes
ID_1061,Male,0,Yes,Yes,71,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,72.83,3743.2,No
ID_1062,Male,0,No,Yes,43,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,One year,No,Credit card (automatic),19.06,815.71,No
ID_1063,Male,0,Yes,Yes,62,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,27.92,64.54,No
ID_1064,Female,0,No,Yes,71,No,No,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),86.93,6397.04,Yes
ID_1065,Male,0,Yes,No,24,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,44.53,2942.24,No
ID_1066,Male,0,Yes,Yes,39,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,29.1,5336.36,No
ID_1067,Male,0,No,Yes,68,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.28,2679.56,No
ID_1068,Male,0,No,Yes,44,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,43.83,8547.77,No
ID_1069,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,21.2,2752.27,No
ID_1070,Male,0,Yes,No,55,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,59.51,5262.11,No
ID_1071,Female,0,No,Yes,30,Yes,No,No,No,No internet service,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.97,1925.07,No
ID_1072,Female,0,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,18.29,4506.08,No
ID_1073,Male,1,No,Yes,26,No,No,DSL,Yes,Yes,No internet service,Yes,No,No,Two year,Yes,Mailed check,97.89,5039.28,Yes
ID_1074,Male,1,No,Yes,26,Yes,No phone service,DSL,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,49.9,1603.15,Yes
ID_1075,Male,1,No,Yes,37,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,75.29,1090.4,Yes
ID_1076,Female,0,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,48.17,8456.03,No
ID_1077,Male,0,Yes,Yes,30,Yes,No,No,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,111.72,7759.86,No
ID_1078,Female,1,No,Yes,3,Yes,No,DSL,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),91.53,5738.94,Yes
ID_1079,Male,0,Yes,Yes,43,Yes,No,DSL,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.35,7480.7,Yes
ID_1080,Male,0,No,Yes,7,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,One year,Yes,Electronic check,39.42,846.93,No
ID_1081,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,32.1,6339.57,Yes
ID_1082,Male,0,No,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Two year,Yes,Electronic check,94.87,2493.85,Yes
ID_1083,Female,1,No,Yes,54,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),63.78,4694.05,No
ID_1084,Female,0,Yes,Yes,69,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,41.56,6646.68,No
ID_1085,Male,0,Yes,Yes,27,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,110.67,308.93,Yes
ID_1086,Male,0,Yes,No,8,Yes,No,No,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,57.45,6040.27,No
ID_1087,Female,0,No,Yes,32,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),72.87,3787.36,No
ID_1088,Female,0,No,No,64,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No internet service,Two year,No,Electronic check,104.46,3829.01,Yes
ID_1089,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),102.0,7881.27,Yes
ID_1090,Female,0,No,Yes,13,Yes,No,DSL,No internet service,No,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,82.36,7469.28,Yes
ID_1091,Male,1,Yes,No,63,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),107.56,517.39,No
ID_1092,Female,0,Yes,Yes,35,No,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),113.94,5377.12,Yes
ID_1093,Male,0,No,Yes,61,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,Yes,One year,No,Electronic check,112.23,3795.84,No
ID_1094,Female,0,Yes,Yes,54,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,53.33,1039.78,No
ID_1095,Female,0,Yes,No,8,Yes,No phone service,DSL,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Mailed check,58.17,7394.01,Yes
ID_1096,Female,0,Yes,Yes,29,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,42.42,638.51,No
ID_1097,Female,0,Yes,No,41,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.35,296.96,No
ID_1098,Female,0,Yes,Yes,30,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,30.49,1730.47,No
ID_1099,Male,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,53.94,2647.88,No
ID_1100,Male,1,No,Yes,11,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,One year,No,Electronic check,19.23,546.39,No
ID_1101,Female,0,Yes,No,2,No,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Two year,Yes,Bank transfer (automatic),78.01,5576.41,No
ID_1102,Female,0,No,Yes,50,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.42,3807.14,No
ID_1103,Male,0,Yes,No,41,Yes,No,No,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,43.27,3590.83,No
ID_1104,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,Yes,Two year,No,Bank transfer (automatic),92.29,1278.32,No
ID_1105,Female,0,No,Yes,3,No,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,56.59,3812.68,No
ID_1106,Male,1,No,Yes,51,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),49.58,3399.98,No
ID_1107,Female,1,Yes,Yes,68,Yes,No,DSL,No,No,No,No internet service,No,Yes,Two year,Yes,Credit card (automatic),114.34,3343.45,No
ID_1108,Female,0,No,Yes,25,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),77.41,1912.9,No
ID_1109,Male,1,No,No,30,Yes,No,DSL,Yes,No,No,No internet service,No,No internet service,One year,Yes,Electronic check,43.61,837.19,No
ID_1110,Male,0,No,No,11,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),117.07,2278.09,Yes
ID_1111,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),57.2,5801.36,No
ID_1112,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,One year,Yes,Credit card (automatic),83.36,650.75,No
ID_1113,Male,1,Yes,Yes,23,No,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Two year,No,Electronic check,91.0,3332.02,Yes
ID_1114,Male,0,No,Yes,56,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.69,4476.38,No
ID_1115,Male,0,Yes,No,52,No,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),72.11,8365.47,No
ID_1116,Male,0,No,Yes,48,No,No,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,42.35,7331.39,No
